times,heights,counts,actuators,slew_state,elevation_velocity,elevation_position,iso_time,slew_num,group,wiggly
1686876435.2038064,61.50916159059055,4,2.0,True,-0.0500085723972012,3.575129711338317,2023-06-16 00:47:15.204,43,2,1
1686879048.218805,95.50149470383802,4,2.0,True,0.0500413507198202,46.95324741959725,2023-06-16 01:30:48.219,44,1,1
1686879488.2992282,100.99397547226629,6,2.0,True,0.0499869299703047,68.95665176115689,2023-06-16 01:38:08.299,45,1,0
1686882175.3888316,106.71444570703731,6,2.0,True,-0.0498850516987318,20.41348099111566,2023-06-16 02:22:55.389,46,2,1
1686882495.649737,119.3824085612365,6,2.0,True,-0.0498871612699079,4.396152485804277,2023-06-16 02:28:15.650,47,2,1
1686883564.4663036,120.5664925425874,4,2.0,True,0.0501796151335913,45.95200998105514,2023-06-16 02:46:04.466,48,1,1
1686883940.0272434,122.16467726219156,5,2.0,True,0.0499780110476034,64.72900852087228,2023-06-16 02:52:20.027,49,1,0
1686886103.5203,133.31050595645024,6,2.0,True,-0.0498244517606553,17.733304871763796,2023-06-16 03:28:23.520,50,2,0
1686887092.871863,133.87760671220218,5,2.0,True,0.0496696870778094,60.64428072814279,2023-06-16 03:44:52.872,51,1,0
1686889226.911837,140.86167102634417,6,2.0,True,-0.0500051142192468,17.311051690174576,2023-06-16 04:20:26.912,52,2,1
1686890200.8687088,141.13932508127732,5,2.0,True,0.0499873374365777,60.293230377846136,2023-06-16 04:36:40.869,53,1,0
1686894245.9610064,144.29782195495503,6,3.0,True,-0.0499610016845368,17.079885277783376,2023-06-16 05:44:05.961,54,2,1
1686896480.4487743,152.30856041390578,6,3.0,True,0.0501286184313468,59.875907744929975,2023-06-16 06:21:20.449,55,1,0
1686903326.9019632,260.5151356986319,6,4.0,True,-0.0500615996258145,18.105913367432112,2023-06-16 08:15:26.902,56,2,1
1686905573.620327,346.5153132301262,6,4.0,True,0.0498516950645043,59.4583380173223,2023-06-16 08:52:53.620,57,1,0
1686913714.3642664,561.7911826501444,6,4.0,True,-0.0498217199534294,16.78402004993655,2023-06-16 11:08:34.364,58,2,1
1686914015.711244,496.4997741523083,4,3.0,True,-0.0500823854730581,3.3089384388405425,2023-06-16 11:13:35.711,59,2,1
