displacement0,displacement1,displacement2,displacement3,displacement4,displacement5,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,forceMagnitude,fx,fy,fz,measuredForce0,measuredForce1,measuredForce2,measuredForce3,measuredForce4,measuredForce5,mx,my,mz,private_efdStamp,private_identity,private_kafkaStamp,private_origin,private_rcvStamp,private_revCode,private_seqNum,private_sndStamp,stepsCommanded0,stepsCommanded1,stepsCommanded2,stepsCommanded3,stepsCommanded4,stepsCommanded5,stepsQueued0,stepsQueued1,stepsQueued2,stepsQueued3,stepsQueued4,stepsQueued5,timestamp,xPosition,xRotation,yPosition,yRotation,zPosition,zRotation
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,18.750864028930664,1.5076117515563965,-14.142448425292969,12.219375610351562,-1.953486442565918,-5.543488025665283,4.022401809692383,-1.219573974609375,-12.514528274536133,-1.8098082542419434,4.234132289886475,-20.029560089111328,-4.3689961433410645,1687867814.7513568,MTM1M3,1687867851.7529051,3874,1687867851.7523763,2c671dc5,22339844,1687867851.7513568,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.7372146,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,18.433408737182617,-0.11440253257751465,-15.912065505981445,9.305034637451172,-1.919805645942688,-4.799849510192871,4.6984357833862305,2.066500425338745,-12.718016624450684,-1.8098082542419434,10.203601837158203,-18.504980087280273,-12.559064865112305,1687867814.7709029,MTM1M3,1687867851.7723074,3874,1687867851.7719054,2c671dc5,22339845,1687867851.7709029,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.7571805,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,15.738387107849121,-1.216256856918335,-12.425745964050293,9.582191467285156,-0.5388928055763245,-3.0759599208831787,4.6646342277526855,-0.5759099721908569,-11.802319526672363,-3.5854692459106445,7.998467922210693,-25.399974822998047,-1.0362672805786133,1687867814.7899487,MTM1M3,1687867851.7913718,3874,1687867851.7909951,2c671dc5,22339846,1687867851.7899487,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.7785065,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,19.03797721862793,0.24900197982788086,-12.526613235473633,14.33410358428955,-3.637526512145996,-4.2252197265625,2.9407477378845215,-0.7791723012924194,-13.023248672485352,-3.5854692459106445,9.996025085449219,-21.633644104003906,-11.937422752380371,1687867814.8105564,MTM1M3,1687867851.8118927,3874,1687867851.811555,2c671dc5,22339847,1687867851.8105564,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.7971535,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,15.09235668182373,-1.5623581409454346,-11.465827941894531,9.688811302185059,-0.909381628036499,-2.6365370750427246,3.819591760635376,-0.30489349365234375,-11.46317195892334,-3.5854692459106445,8.134666442871094,-23.922931671142578,-4.722776412963867,1687867814.8311255,MTM1M3,1687867851.8323917,3874,1687867851.8320727,2c671dc5,22339848,1687867851.8311255,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.8173106,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,17.717060089111328,1.0809228420257568,-10.370321273803711,14.324183464050293,-1.3135511875152588,-3.0421581268310547,3.887195110321045,-5.0815582275390625,-13.158907890319824,-3.5854692459106445,1.159679889678955,-32.37884521484375,2.598574638366699,1687867814.8516505,MTM1M3,1687867851.8529823,3874,1687867851.8526697,2c671dc5,22339849,1687867851.8516505,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.8381574,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,15.786953926086426,-2.7038848400115967,-11.944490432739258,9.96223258972168,-0.40416961908340454,-1.8928983211517334,4.799840927124023,-0.5081558227539062,-12.514528274536133,-4.985509395599365,10.815328598022461,-30.08736228942871,-1.7171735763549805,1687867814.8710783,MTM1M3,1687867851.872546,3874,1687867851.8721,2c671dc5,22339850,1687867851.8710783,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.8575115,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,19.851139068603516,-2.139630079269409,-10.366933822631836,16.793344497680664,-1.1451472043991089,-4.428030014038086,2.2985153198242188,-3.8958613872528076,-12.718016624450684,-6.248960494995117,4.823139190673828,-27.09539031982422,6.97635555267334,1687867814.8907516,MTM1M3,1687867851.8921726,3874,1687867851.8917708,2c671dc5,22339851,1687867851.8907516,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.8777003,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,15.707369804382324,-0.8154466152191162,-8.978212356567383,12.862667083740234,-1.4482743740081787,-1.8928983211517334,2.028101921081543,-3.0489349365234375,-12.277125358581543,-3.380585193634033,2.0553841590881348,-27.668838500976562,-7.854578495025635,1687867814.9103382,MTM1M3,1687867851.9117148,3874,1687867851.911362,2c671dc5,22339852,1687867851.9103382,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.8985443,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
0.00792135950177908,0.009129905141890049,0.01066812127828598,0.010923798196017742,0.008513055741786957,0.009977035224437714,32438,37387,43686,44733,34861,40856,17.265033721923828,-2.927931547164917,-11.343995094299316,12.681574821472168,-0.23576560616493225,-3.988607406616211,3.380169630050659,-1.5922216176986694,-11.598831176757812,-5.702603340148926,7.700664520263672,-24.444366455078125,6.559086799621582,1687867814.9306355,MTM1M3,1687867851.9319518,3874,1687867851.931605,2c671dc5,22339853,1687867851.9306355,0,0,0,0,0,0,0,0,0,0,0,0,1687867851.9176016,-9.835137859681709e-08,2.2837032247480238e-06,4.698263822433546e-08,-6.078760748096101e-07,6.260501095312065e-08,1.0109627055499004e-06
